id,name,agency_name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,former_org_name,former_org_role,former_org_description,financial_disclosure_url,departed,story_text,story_block,source_url
1289,Amanda Gunasekara,Environmental Protection Agency,Senior Policy Advisor to the Administrator on Air and Radiation,,,,3/19/17,,National Association of Chemical Distributors,outside_government_position,Senior Director of Federal Affairs,https://www.documentcloud.org/documents/3766151-Gunasekara-Amanda.html,,,,Warren Report Card
1290,Ebony L. Lee,Education,Special Assistant to the Secretary,Deputy Chief of Staff for Policy,,"$179,700 ",2/2/17,,Bill & Melinda Gates Foundation,outside_government_position,Senior Program Officer,https://www.documentcloud.org/documents/3766181-Lee-Ebony-Letise.html,,Had worked on charter school policy for the Bill & Melinda Gates Foundation.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1291,Ebony L. Lee,Education,Special Assistant to the Secretary,Deputy Chief of Staff for Policy,,"$179,700 ",2/2/17,,National Association of Charter School Authorizers,outside_government_position,Advisory Board Member,https://www.documentcloud.org/documents/3766181-Lee-Ebony-Letise.html,,Had worked on charter school policy for the Bill & Melinda Gates Foundation.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1293,James F. Manning,Education,Senior Advisor to the Secretary,,,,1/20/17,,CONSULTANT / SELF EMPLOYED,outside_government_position,CONSULTANT,https://www.documentcloud.org/documents/3766188-Manning-James.html,,"Previously consulted for USA Funds, one fo the largest guarantors of federal student loans. Education department said Manning has recused himself from issues relating to his former client. ",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1296,Mary Anne Bradfield,Small Business Administration,Senior White House Advisor,"Chief of Staff, Office of the Administrator",,"$126,148-$189,600",1/20/17,12/1/17,ADS  Corporation,outside_government_position,Supervisory Program Management/Sr. Records Management  Analyst,https://www.documentcloud.org/documents/4388160-Mary-Anne-Bradfield-Financial-Disclosure.html,,,,Warren Report Card
1297,Nathan John Miller,Small Business Administration,Senior Advisor,"National Ombudsman and Assistant Administrator for Regulatory Enforcement Fairness, Office of the Ombudsman",,"$150,000 ",1/30/17,,"Public Strategies Washington, Inc.",outside_government_position,Partner,https://www.documentcloud.org/documents/4388167-Nathan-J-Miller-Financial-Disclosure.html,,"Lobbied for Bain Capital, NASDAQ, and Lockheed Martin.",,Warren Report Card
1300,Peter Barrett,Trade and Development,"Senior Advisor, Office of the Director","Chief of Staff, Office of the Director",,"$126,148-$189,600",1/23/17,,Barrett Capitol Strategies,outside_government_position,President,https://www.documentcloud.org/documents/4388255-Peter-Barrett-Financial-Disclosure.html,,"Lobbied for the National Association of State Treasurers, which had lobbied numerous gov departments, including the Securities and Exchange Commission (SEC), on securities and banking laws.",,Warren Report Card
1301,Peter Barrett,Trade and Development,"Senior Advisor, Office of the Director","Chief of Staff, Office of the Director",,"$126,148-$189,600",1/23/17,,Epiq,outside_government_position,Licensed Attorney,https://www.documentcloud.org/documents/4388255-Peter-Barrett-Financial-Disclosure.html,,"Lobbied for the National Association of State Treasurers, which had lobbied numerous gov departments, including the Securities and Exchange Commission (SEC), on securities and banking laws.",,Warren Report Card
1302,Peter Barrett,Trade and Development,"Senior Advisor, Office of the Director","Chief of Staff, Office of the Director",,"$126,148-$189,600",1/23/17,,"Trump for America, Inc.",outside_government_position,Volunteer,https://www.documentcloud.org/documents/4388255-Peter-Barrett-Financial-Disclosure.html,,"Lobbied for the National Association of State Treasurers, which had lobbied numerous gov departments, including the Securities and Exchange Commission (SEC), on securities and banking laws.",,Warren Report Card
1308,Andrew Kerwin Maloney,Treasury,Assistant Secretary (Deputy Under Secretary) for Legislative Affairs,,,,8/3/17,,Hess Corporation,outside_government_position,Vice President,https://www.documentcloud.org/documents/4388272-Andrew-Kerwin-Maloney-Financial-Disclosure.html,,,,Warren Report Card
1309,Andrew Kerwin Maloney,Treasury,Assistant Secretary (Deputy Under Secretary) for Legislative Affairs,,,,8/3/17,,Meridian International Center,outside_government_position,Board of Trustees,https://www.documentcloud.org/documents/4388272-Andrew-Kerwin-Maloney-Financial-Disclosure.html,,,,Warren Report Card
1329,James William Carroll,Office of National Drug Control Policy,Director,Deputy Director,,,2/9/18,,"Trump for America, Inc.",outside_government_position,Counsel,https://www.documentcloud.org/documents/3766563-Carroll-James-W.html,,Lobbied for Ford.,,Warren Report Card
1330,James William Carroll,Office of National Drug Control Policy,Director,Deputy Director,,,2/9/18,,Ford Motor Company,outside_government_position,Washington Counsel,https://www.documentcloud.org/documents/3766563-Carroll-James-W.html,,Lobbied for Ford.,,Warren Report Card
1331,James William Carroll,Office of National Drug Control Policy,Director,Deputy Director,,,2/9/18,,Alexandria Floral Co.,outside_government_position,Vice President,https://www.documentcloud.org/documents/3766563-Carroll-James-W.html,,Lobbied for Ford.,,Warren Report Card
1335,Gary Cohn,White House Office,Director of the National Economic Council,,,,1/25/17,3/6/18,NYU Langone Medical Center,outside_government_position,Trustee,https://www.documentcloud.org/documents/3766569-Cohn-Gary.html,TRUE,"Was the CEO at Goldman Sachs, receiving $285 million after leaving the firm to become Trump's top economic adviser.",TRUE,Warren Report Card
1336,Gary Cohn,White House Office,Director of the National Economic Council,,,,1/25/17,3/6/18,American University,outside_government_position,Trustee,https://www.documentcloud.org/documents/3766569-Cohn-Gary.html,TRUE,"Was the CEO at Goldman Sachs, receiving $285 million after leaving the firm to become Trump's top economic adviser.",TRUE,Warren Report Card
1368,Shahira Knight,White House Office,"Special Assistant to the President for Tax and Retirement Policy, National Economic Council",Deputy Assistant to the President for Economic Policy,,,1/20/17,,Fidelity Investments,outside_government_position,Vice President,https://www.documentcloud.org/documents/3766613-Knight-Shahira-E.html,,"Has lobbied the government while working at financial services firm Fidelity, opposing the ""fiduciary rule,"" which would require retirement investment advisers to act in the best interest of their clients. The White House has granted Knight an ethics waiver to continue working on issues related to such matters.",,Warren Report Card
1369,Shahira Knight,White House Office,"Special Assistant to the President for Tax and Retirement Policy, National Economic Council",Deputy Assistant to the President for Economic Policy,,,1/20/17,,Fidelity Charitable,outside_government_position,"None, but I perfomed some lobbying activity for them through my position at Fidelity Investments",https://www.documentcloud.org/documents/3766613-Knight-Shahira-E.html,,"Has lobbied the government while working at financial services firm Fidelity, opposing the ""fiduciary rule,"" which would require retirement investment advisers to act in the best interest of their clients. The White House has granted Knight an ethics waiver to continue working on issues related to such matters.",,Warren Report Card
1382,Justin Schwab Jr.,Environmental Protection Agency,"Senior Advisor, Office of the Administrator","Senior Counsel, Office of the General Counsel",,"$161,900 ",1/21/17,,BakerHostetler LLP,outside_government_position,Associate,https://www.documentcloud.org/documents/3766227-Schwab-Justin.html,,Lobbied for firm representing National Association of Insurance and Financial Advisors.,,Warren Report Card
1412,Sean Spicer,White House Office,Press Secretary,,,,1/20/17,9/1/17,Republican National Committee,outside_government_position,Chief Strategist and Communication s Director,https://www.documentcloud.org/documents/3766665-Spicer-Sean.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a467
1413,Sean Spicer,White House Office,Press Secretary,,,,1/20/17,9/1/17,"Trump for America, Inc.",outside_government_position,Senior Advisor,https://www.documentcloud.org/documents/3766665-Spicer-Sean.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a467
1416,Paul Winfree,White House Office,Deputy Director of the Domestic Policy Council and Director of Budget Policy,,,,1/20/17,12/15/17,The Heritage Foundation,outside_government_position,Director,https://www.documentcloud.org/documents/3766673-Winfree-Paul.html,TRUE,"Returned to the Heritage Foundation, a right-wing think tank affiliated with the conservative oil and gas billionaire Koch brothers.",,https://www.propublica.org/article/how-you-can-use-trump-town
1417,George S. Dunlop,Agriculture,Special Assistant,"Policy Advisor, Office of the Secretary",,"$133,444 ",1/20/17,5/20/17,Cobis Systems Corporation,outside_government_position,"Chairman, Board of Directors",https://www.documentcloud.org/documents/3863537-Dunlop-George.html,,,,Warren Report Card
1418,George S. Dunlop,Agriculture,Special Assistant,"Policy Advisor, Office of the Secretary",,"$133,444 ",1/20/17,5/20/17,Barnabas Aid,outside_government_position,Member of the Board of Directors,https://www.documentcloud.org/documents/3863537-Dunlop-George.html,,,,Warren Report Card
1432,Rex W. Tillerson,State,Secretary of State,,,"$153,800-$210,700",2/1/17,3/13/18,Exxon Mobil Corporation,outside_government_position,Chairman & CEO,https://www.documentcloud.org/documents/3766821-Tillerson-Rex-W.html,TRUE,"Was the CEO of Exxon Mobil and recently fired as Trump's Secretary of State. He has ties with an executive of Russia state oil company Rosneft as well as Russian president Vladmir Putin. During his time at Exxon, the energy giant sponsored climate change deniers.",TRUE,Warren Report Card
1433,Rex W. Tillerson,State,Secretary of State,,,"$153,800-$210,700",2/1/17,3/13/18,The Tillerson Foundation,outside_government_position,President & Treasurer,https://www.documentcloud.org/documents/3766821-Tillerson-Rex-W.html,TRUE,"Was the CEO of Exxon Mobil and recently fired as Trump's Secretary of State. He has ties with an executive of Russia state oil company Rosneft as well as Russian president Vladmir Putin. During his time at Exxon, the energy giant sponsored climate change deniers.",TRUE,Warren Report Card
1441,Danny Ray Brouillette,Energy,Deputy Secretary of Energy,,,,,,United Services Automobile Association,outside_government_position,Senior Vice President,https://www.documentcloud.org/documents/3766824-Brouillette-Danny-R.html,,,,Warren Report Card
1442,Danny Ray Brouillette,Energy,Deputy Secretary of Energy,,,,,,Louisiana State Mineral and Energy Board,outside_government_position,Member,https://www.documentcloud.org/documents/3766824-Brouillette-Danny-R.html,,,,Warren Report Card
1511,Robert Emmet Lighthizer,U.S. Trade Representative,U.S. Trade Representative,,,,5/11/17,,"Skadden, Arps, Slate, Meagher & Flom LLP",outside_government_position,Partner,https://www.documentcloud.org/documents/3766848-Lighthizer-Robert-E.html,,"The U.S. Trade Representative was former partner of Skadden Arps, representing U.S. Steel.",,Warren Report Card
1518,Anthony Scaramucci,White House Office,Communications Director,,,,8/15/17,8/31/17,"SkyBridge Capital II, LLC",outside_government_position,Managing Partner,https://www.documentcloud.org/documents/3911575-Scaramucci-Anthony.html,TRUE,,,
1520,Wilbur L. Ross,Commerce,Secretary of Commerce,,,"$153,800-$210,700",2/27/17,,Palm Beach Preservation Foundation,outside_government_position,Trustee,https://www.documentcloud.org/documents/3766817-Ross-Wilbur-L.html,,"Currently Commerce Secretary, Ross is a billionaire investor who was dubbed the ""king of bankruptcy"" for buying troubled companies for cheap and then selling them for profit.",TRUE,Warren Report Card
1602,Marianne McInerney,Transportation,Assistant to the Secretary and Director of Public Affairs,,,"$126,148-$189,600",1/20/17,,Cenntro Automotive,outside_government_position,Executive Vice President,https://www.documentcloud.org/documents/3890926-McInerney-Marianne.html,,Had held executive positions at electric and hybrid automotive companies.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1609,Marcus C. Peacock,Management and Budget,Advisor,,,"$161,900 ",1/20/17,4/8/17,George Washington University,outside_government_position,Research Professor,https://www.documentcloud.org/documents/4388079-Marcus-C-Peacock-Financial-Disclosure.html,,"After leaving the Office of Management and Budget (OMB), went to work for the lobbying group at Business Roundtable, which had overlap with policies at OMB. Peacock had agreed to not lobby the OMB for 6 months, though he had signed Trump's ethics pledge which included a 5-year lobbying ban. The administration gave him a waiver for that part of the pledge.",,Warren Report Card
1610,Marcus C. Peacock,Management and Budget,Advisor,,,"$161,900 ",1/20/17,4/8/17,Marcus Peacock LLC,outside_government_position,self-employed,https://www.documentcloud.org/documents/4388079-Marcus-C-Peacock-Financial-Disclosure.html,,"After leaving the Office of Management and Budget (OMB), went to work for the lobbying group at Business Roundtable, which had overlap with policies at OMB. Peacock had agreed to not lobby the OMB for 6 months, though he had signed Trump's ethics pledge which included a 5-year lobbying ban. The administration gave him a waiver for that part of the pledge.",,Warren Report Card
1611,Marcus C. Peacock,Management and Budget,Advisor,,,"$161,900 ",1/20/17,4/8/17,"Jeb 2016, Inc.",outside_government_position,Deputy Policy Director,https://www.documentcloud.org/documents/4388079-Marcus-C-Peacock-Financial-Disclosure.html,,"After leaving the Office of Management and Budget (OMB), went to work for the lobbying group at Business Roundtable, which had overlap with policies at OMB. Peacock had agreed to not lobby the OMB for 6 months, though he had signed Trump's ethics pledge which included a 5-year lobbying ban. The administration gave him a waiver for that part of the pledge.",,Warren Report Card
1616,Christopher D. Hess,Transportation,Special Advisor,Director of Governmental Affairs,,"$131,767 ",1/24/17,,Forest Resources Association,outside_government_position,Director of Public Relations and Government Affairs,https://www.documentcloud.org/documents/4430188-Christopher-D-Hess-Financial-Disclosure.html,,"Lobbied on tax and energy issues for the Eaton Corporation, a power management company .",,Warren Report Card
1617,Christopher D. Hess,Transportation,Special Advisor,Director of Governmental Affairs,,"$131,767 ",1/24/17,,58th Presidential Inaugural Committee,outside_government_position,Site Coordinator,https://www.documentcloud.org/documents/4430188-Christopher-D-Hess-Financial-Disclosure.html,,"Lobbied on tax and energy issues for the Eaton Corporation, a power management company .",,Warren Report Card
1622,Loren A. Smith Jr.,Transportation,Special Assistant for Governmental Affairs,Senior Advisor,,"$161,900 ",1/20/17,,"Capital Alpha Partners, LLC",outside_government_position,Director,https://www.documentcloud.org/documents/4388376-Loren-A-Smith-Jr-Financial-Disclosure.html,,Former director of a financial research firm where he had focused on transportation issues.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1628,Gary Michael Brown,Energy,Executive Advisor,Deputy General Counsel for Compliance,,"$179,700 ",1/20/17,,"Jordan, Houser & Flournoy",outside_government_position,Attorney,https://www.documentcloud.org/documents/3766101-Brown-G-Michael.html,,Former director at trade group Clean Coal Electricity.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1637,Martin J. Dannenfelser,Energy,Assistant to the Secretary,Deputy Assistant Secretary for House Affairs,,"$161,900 ",1/20/17,1/15/18,Energy Innovation Reform Project,outside_government_position,Director of External Relations,https://www.documentcloud.org/documents/3766119-Dannenfelser-Martin.html,,,,Warren Report Card
1638,Travis Scott Fisher,Energy,"Assistant to the Secretary, Office Of The Secretary","Senior Advisor, Assistant Secretary for Electricity Delivery and Energy Reliability",,"$112,021 ",1/20/17,,Institute for Energy Research,outside_government_position,Economist,https://www.documentcloud.org/documents/3766136-Fisher-Travis-Scott.html,,"Former economist at Institute for Energy Research, a conservative think tank that goes against attempts to limit greenhouse gas emissions. The think tank has received funding from American Petroleum Institute and Charles Koch Institute.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1639,William P. Greene,Energy,"Assistant to the Secretary, Office Of The Secretary",,,"$149,337 ",1/20/17,5/23/17,Safari Club International,outside_government_position,"Deputy Director, Governmental Affairs",https://www.documentcloud.org/documents/3766146-Greene-William.html,,"Previously consulted for Frontiers of Freedom, which has criticized the Energy department for supporting renewable power.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1647,Mark R. Maddox,Energy,"Assistant to the Secretary, Office of the Secretary","Senior Policy Advisor, Office of the Secretary","Principal Deputy Assistant Secretary for Fossil Energy, Assistant Secretary for Fossil Energy","$149,337 ",1/23/17,,The Livingston Group LLC/Maddox Strategies,outside_government_position,Consultant/President,https://www.documentcloud.org/documents/3766185-Maddox-Mark.html,,Lobbied for energy startup General Synfuels International and Noranda Aluminum.,,Warren Report Card
1648,Brian Vaughan McCormack,Energy,"Chief of Staff, Office of the Secretary",,,"$179,700 ",3/3/17,,Edison Electric Institute,outside_government_position,"Vice President, External Affairs",https://www.documentcloud.org/documents/4388386-Brian-Vaughan-McCormack-Financial-Disclosure.html,,"Part of the deregulation team at Department of Energy, which Trump created to remove regulations deemed cumbersome to industry. He had previously worked at a trade association for investor-owned electrical utilities that fought against rooftop solar policies. Utility companies generally lose money when people generate their own power through methods such as installing their own solar panels. ",,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1649,Daniel Simmons,Energy,"Assistant to the Secretary, Office of the Secretary","Principal Deputy Assistant Secretary, Assistant Secretary for Energy Efficiency and Renewable Energy",,"$160,000 ",1/20/17,,Institute for Energy Research,outside_government_position,Vice President for Policy,https://www.documentcloud.org/documents/3766231-Simmons-Daniel.html,,"Former policy executive at Institute for Energy Research, a conservative think tank that goes against attempts to limit greenhouse gas emissions. The think tank has received funding from American Petroleum Institute and Charles Koch Institute.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1650,Cathleen Tripodi,Energy,"Assistant to the Secretary, Office of the Secretary","Director of National Laboratory Operations Board, Office of the Under Secretary",,"$150,000 ",1/30/17,1/15/18,Constituting America,outside_government_position,Leadership Board Member,https://www.documentcloud.org/documents/3766241-Tripodi-Cathy.html,,,,Warren Report Card
1651,Cathleen Tripodi,Energy,"Assistant to the Secretary, Office of the Secretary","Director of National Laboratory Operations Board, Office of the Under Secretary",,"$150,000 ",1/30/17,1/15/18,State of North Carolina Department of Transportation,outside_government_position,Director of Business Affairs,https://www.documentcloud.org/documents/3766241-Tripodi-Cathy.html,,,,Warren Report Card
1652,Byron E. Anderson,Labor,Special Assistant to the Secretary,Senior Legislative Officer,,"$161,900 ",1/20/17,,Transamerica Corporation,outside_government_position,"Vice President, Federal Affairs",https://www.documentcloud.org/documents/4388011-Byron-E-Anderson-Financial-Disclosure.html,,"Was appointed by Trump to be a special adviser at the Department of Labor. He was a former financial services lobbyist who had lobbied against the department's attempts to adopt the ""fiduciary standard,"" which forces retirement advisers to act in the best interests of their clients.",TRUE,Warren Report Card
1653,John Barsa,Homeland Security,Advisor,Principal Deputy Assistant Secretary and Chief of Staff for Office of Partnership and Engagement,,"$179,700 ",1/21/17,,Goldbelt,outside_government_position,"Director, Business Development",https://www.documentcloud.org/documents/4387638-John-Barsa-Financial-Disclosure.html,,,,Warren Report Card
1654,John Barsa,Homeland Security,Advisor,Principal Deputy Assistant Secretary and Chief of Staff for Office of Partnership and Engagement,,"$179,700 ",1/21/17,,Goldbelt,outside_government_position,Consultant,https://www.documentcloud.org/documents/4387638-John-Barsa-Financial-Disclosure.html,,,,Warren Report Card
1655,Jason Louis Botel,Education,Senior White House Advisor,Principal Deputy Assistant Secretary,,"$179,700 ",1/20/17,,"50CAN, Inc.",outside_government_position,Executive Director,https://www.documentcloud.org/documents/4345860-Botel-Jason.html,,"Former executive director of MarylandCAN, a state branch of 50CAN, which supports charter schools.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1656,Jason Louis Botel,Education,Senior White House Advisor,Principal Deputy Assistant Secretary,,"$179,700 ",1/20/17,,KIPP Baltimore,outside_government_position,Volunteer Board Member,https://www.documentcloud.org/documents/4345860-Botel-Jason.html,,"Former executive director of MarylandCAN, a state branch of 50CAN, which supports charter schools.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1657,Geoffrey G. Burr,Labor,Special Assistant to the Secretary,,,"$179,700 ",1/20/17,4/9/17,Cablevision Systems Corporation,outside_government_position,"Vice President, Governmental Affairs",https://www.documentcloud.org/documents/4388268-Geoffrey-G-Burr-Financial-Disclosure.html,,"Lobbied for construction trade group Associated Builders and Contractors. When he served as special assistant to the secretary of the Department of Labor, he had worked to delay the silica rule, which seeks to limit construction workers' exposure to crystalline silica, a substance common in building materials and can cause a deadly lung disease called silicosis.",TRUE,Warren Report Card
1659,Robert Scott Eitel,Education,Special Assistant to the Secretary,Special Counselor to the Secretary,,"$161,900 ",2/13/17,,American Academy for Liberal Education,outside_government_position,"Member, Board of Trustees",https://www.documentcloud.org/documents/4345843-Eitel-Robert.html,,"Led the deregulation team at the Department of Education, which Trump created to remove regulations deemed cumbersome to industry. Eitel formerly worked for an operator of for-profit colleges, which included the controversial BridgePoint Education Inc. The company was fined $23.5 million by the government for deceiving students into taking on expensive private loans, and also owes the Education Department a fine for miscalculating student aid eligibility. Eitel has recused himself from matters relating to his former employers.",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1660,Robert Scott Eitel,Education,Special Assistant to the Secretary,Special Counselor to the Secretary,,"$161,900 ",2/13/17,,Boy Scouts of America,outside_government_position,Assistant Scoutmaster/Treasurer,https://www.documentcloud.org/documents/4345843-Eitel-Robert.html,,"Led the deregulation team at the Department of Education, which Trump created to remove regulations deemed cumbersome to industry. Eitel formerly worked for an operator of for-profit colleges, which included the controversial BridgePoint Education Inc. The company was fined $23.5 million by the government for deceiving students into taking on expensive private loans, and also owes the Education Department a fine for miscalculating student aid eligibility. Eitel has recused himself from matters relating to his former employers.",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1661,Robert Scott Eitel,Education,Special Assistant to the Secretary,Special Counselor to the Secretary,,"$161,900 ",2/13/17,,Bridgepoint Education,outside_government_position,Vice President,https://www.documentcloud.org/documents/4345843-Eitel-Robert.html,,"Led the deregulation team at the Department of Education, which Trump created to remove regulations deemed cumbersome to industry. Eitel formerly worked for an operator of for-profit colleges, which included the controversial BridgePoint Education Inc. The company was fined $23.5 million by the government for deceiving students into taking on expensive private loans, and also owes the Education Department a fine for miscalculating student aid eligibility. Eitel has recused himself from matters relating to his former employers.",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1668,Scott C. Hommel,Interior,Special Assistant to the Secretary,"Chief Of Staff, Secretarys Immediate Office",,"$170,000 ",1/27/17,,PAL S.L.G. LLC,outside_government_position,Member,https://www.documentcloud.org/documents/4387953-Scott-C-Hommel-Financial-Disclosure.html,,,,Warren Report Card
1674,Daniel Jorjani,Interior,Special Assistant to the Secretary,Principal Deputy Solicitor,,"$170,000 ",1/20/17,,McLean Little League,outside_government_position,Member of the Board of Directors,https://www.documentcloud.org/documents/4387963-Daniel-Jorjani-Financial-Disclosure.html,,"Has worked for groups associated with the oil and gas billionaire Koch Brothers, including the Charles Koch Institute and Freedom Partners.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1682,William M. Manger,Small Business Administration,"Associate Administrator for Capital Access, Office of Capital Access",,,"$150,000 ",3/20/17,,Brock Capital Group,outside_government_position,Managing Director (not receiving any income),https://www.documentcloud.org/documents/4388351-William-M-Manger-Financial-Disclosure.html,,"Former managing director at an investment bank, which Manger claims advised small and medium-sized enterprises in efforts to raise capital. SBA says Manger has agreed to recuse himself from 2 years from matters concerning former clients. ",,
1683,William M. Manger,Small Business Administration,"Associate Administrator for Capital Access, Office of Capital Access",,,"$150,000 ",3/20/17,,Riot Relief Fund,outside_government_position,Trustee,https://www.documentcloud.org/documents/4388351-William-M-Manger-Financial-Disclosure.html,,"Former managing director at an investment bank, which Manger claims advised small and medium-sized enterprises in efforts to raise capital. SBA says Manger has agreed to recuse himself from 2 years from matters concerning former clients. ",,
1685,Nathan Paul Mehrens,Labor,Special Assistant to the Secretary,Deputy Assistant Secretary For Policy,,"$158,297 ",1/20/17,,Americans for Limited Government Research Foundation,outside_government_position,"President, Director",https://www.documentcloud.org/documents/4388409-Nathan-P-Mehrens-Financial-Disclosure.html,,Former executive at consulting firm that helps companies fight against employees trying to unionize. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1689,Emily W. Murphy,General Services Administration,White House Liaison,Senior Advisor to the Administrator,"Administrator, Office of the Administrator","$179,700 ",1/24/17,,"Trump for America, Inc.",outside_government_position,Volunteer,https://www.documentcloud.org/documents/4387806-Emily-W-Murphy-Financial-Disclosure.html,,,,Warren Report Card
1690,Wayne D. Palmer,Labor,Senior White House Advisor,Chief of Staff,Deputy Assistant Secretary for Mine Safety and Health,"$179,700 ",1/20/17,,Partnership for Public Service,outside_government_position,Senior Congressional Relations Manager,https://www.documentcloud.org/documents/4388044-Wayne-D-Palmer-Financial-Disclosure.html,,Lobbied for the non-profits China-U.S. Exchange Foundation and Alliance for Healthcare Competitiveness.,,Warren Report Card
1693,Christopher Michael Pilkerton,Small Business Administration,"General Counsel, Office of the General Counsel",,,"$179,000 ",6/12/17,,JPMorgan Chase & Co.,outside_government_position,VP/Compliance Director,https://www.documentcloud.org/documents/4388173-Christopher-Michael-Pilkerton-Financial-Disclosure.html,,"Former compliance director at JPMorgan Chase, but has agreed to two years of recusal for matters that pose conflict of interest.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1694,Christopher Michael Pilkerton,Small Business Administration,"General Counsel, Office of the General Counsel",,,"$179,000 ",6/12/17,,Family Trust 1,outside_government_position,Trustee,https://www.documentcloud.org/documents/4388173-Christopher-Michael-Pilkerton-Financial-Disclosure.html,,"Former compliance director at JPMorgan Chase, but has agreed to two years of recusal for matters that pose conflict of interest.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1698,Holly Turner,Small Business Administration,"Assistant Administrator for Intergovernmental Affairs, Office of the Administrator",,,"$131,767 ",3/20/17,,Stampede Consulting,outside_government_position,Partner,https://www.documentcloud.org/documents/4388186-Holly-Turner-Financial-Disclosure.html,,Counsel for outsourcing firm ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1699,Robb Nathaniel Wong,Small Business Administration,"Associate Administrator for Government Contracting and Business Development, Office Of Government Contracting And Business Development",,,"$150,000 ",3/27/17,,"FedSolve, LLC",outside_government_position,CEO (LOA/Leave of Absence),https://www.documentcloud.org/documents/4388182-Robb-Nathaniel-Wong-Financial-Disclosure.html,,"Had held leadership position at the small business FedSolve, which used SBA programs to win government contracts. SBA says he has agreed to recuse himself for at least 2 years from matters related to for former clients or employers.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1700,Peter Krug,Commerce,Senior Advisor,Associate Director for Intergovernmental Affairs,,"$112,021 ",1/31/17,,Hamilton Station Consulting,outside_government_position,Consultant,https://www.documentcloud.org/documents/3890948-Peter-Krug.html,,Lobbied for American Optometric Association.,,Warren Report Card
1709,Wendy L. Teramoto,Commerce,Senior Advisor,Chief of Staff to the Secretary of Commerce,,"$179,700 ",7/31/17,,"Diamond S Shipping Group, Inc.",outside_government_position,Director,https://www.documentcloud.org/documents/4387594-Wendy-L-Teramoto-Financial-Disclosure.html,TRUE,"Chief of staff to Commerce Secretary Wilbur Ross, but was initially hired as a special-government employee while still at Ross's investment firm W.L. Ross  Co. She has since resigned from the firm.",,https://projects.propublica.org/trump-town/staffers/category/taskforce
1710,Wendy L. Teramoto,Commerce,Senior Advisor,Chief of Staff to the Secretary of Commerce,,"$179,700 ",7/31/17,,WL Ross & Co. LLC,outside_government_position,Managing Director,https://www.documentcloud.org/documents/4387594-Wendy-L-Teramoto-Financial-Disclosure.html,TRUE,"Chief of staff to Commerce Secretary Wilbur Ross, but was initially hired as a special-government employee while still at Ross's investment firm W.L. Ross  Co. She has since resigned from the firm.",,https://projects.propublica.org/trump-town/staffers/category/taskforce
1725,Julie M. Kirchner,Homeland Security,Advisor,Ombudsman,,"$179,700 ",1/20/17,,Federation for American Immigration Reform,outside_government_position,Executive Director,https://www.documentcloud.org/documents/4387693-Julie-Kirchner-Financial-Disclosure.html,,Lobbied for Federation for American Immigration Reform advocating for anti-immigrant policies.,,Warren Report Card
1726,Douglas Domenech,Interior,White House Senior Advisor,,,"$161,900 ",1/20/17,,Texas Public Policy Foundation,outside_government_position,"Director, Fueling Freedom Project",https://www.documentcloud.org/documents/4387952-Douglas-Domenech-Financial-Disclosure.html,,,,Warren Report Card
