id,name,agency_name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,former_org_name,former_org_role,former_org_description,financial_disclosure_url,departed,story_text,story_block,source_url
619,James F. Manning,Education,Senior Advisor to the Secretary,,,,1/20/17,,USA FUNDS,compensation_source,CONSULTED ON THE ISSUES OF THE FEDERAL FAMILY EDUCATION LOAN PROGRAM AND HIGHER EDUCATION DATA ANALYTICS.,https://www.documentcloud.org/documents/3766188-Manning-James.html,,"Previously consulted for USA Funds, one fo the largest guarantors of federal student loans. Education department said Manning has recused himself from issues relating to his former client. ",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
620,Carolyn Roddy,Federal Communications Commission,Special Counsel,,,"$134,789-$164,200*",2/21/17,6/16/17,"Carolyn Tatum Roddy, PC",compensation_source,"Attorney in solo practice representing a variety of clients performing legal work involving single cases and, on occasion, multiple representations.",https://www.documentcloud.org/documents/4387774-Carolyn-Roddy-Financial-Disclosure.html,,,,Warren Report Card
621,Carolyn Roddy,Federal Communications Commission,Special Counsel,,,"$134,789-$164,200*",2/21/17,6/16/17,ErisaPROS,compensation_source,Legal Counsel,https://www.documentcloud.org/documents/4387774-Carolyn-Roddy-Financial-Disclosure.html,,,,Warren Report Card
622,Carolyn Roddy,Federal Communications Commission,Special Counsel,,,"$134,789-$164,200*",2/21/17,6/16/17,Carter's (retailer),compensation_source,Legal Counsel,https://www.documentcloud.org/documents/4387774-Carolyn-Roddy-Financial-Disclosure.html,,,,Warren Report Card
624,Mary Anne Bradfield,Small Business Administration,Senior White House Advisor,"Chief of Staff, Office of the Administrator",,"$126,148-$189,600",1/20/17,12/1/17,"National Guard Bureau; Arlington, VA, US",compensation_source,Client of ADS Corp,https://www.documentcloud.org/documents/4388160-Mary-Anne-Bradfield-Financial-Disclosure.html,,,,Warren Report Card
625,Nathan John Miller,Small Business Administration,Senior Advisor,"National Ombudsman and Assistant Administrator for Regulatory Enforcement Fairness, Office of the Ombudsman",,"$150,000 ",1/30/17,,"Public Strategies Washington, Inc.",compensation_source,Public Affairs,https://www.documentcloud.org/documents/4388167-Nathan-J-Miller-Financial-Disclosure.html,,"Lobbied for Bain Capital, NASDAQ, and Lockheed Martin.",,Warren Report Card
626,Nathan John Miller,Small Business Administration,Senior Advisor,"National Ombudsman and Assistant Administrator for Regulatory Enforcement Fairness, Office of the Ombudsman",,"$150,000 ",1/30/17,,The OB-C Group,compensation_source,Public Affairs,https://www.documentcloud.org/documents/4388167-Nathan-J-Miller-Financial-Disclosure.html,,"Lobbied for Bain Capital, NASDAQ, and Lockheed Martin.",,Warren Report Card
627,Auborn Joseph Shepard,Small Business Administration,"Associate Administrator for Investment and Innovation, Office Of Investment And Innovation",,,"$179,700 ",1/30/17,,"Samuels Contruction Company; Angel Fire, NM, US",compensation_source,Advisory Fee,https://www.documentcloud.org/documents/4388459-Auborn-Joseph-Shepard-Financial-Disclosure.html,,"Former private equity investor in small businesses, but has agreed to two years of recusal on matters that pose conflict of interest.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
628,Auborn Joseph Shepard,Small Business Administration,"Associate Administrator for Investment and Innovation, Office Of Investment And Innovation",,,"$179,700 ",1/30/17,,"North Country Real Estate; Angel Fire, NM, US",compensation_source,Advisory Fee,https://www.documentcloud.org/documents/4388459-Auborn-Joseph-Shepard-Financial-Disclosure.html,,"Former private equity investor in small businesses, but has agreed to two years of recusal on matters that pose conflict of interest.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
629,Auborn Joseph Shepard,Small Business Administration,"Associate Administrator for Investment and Innovation, Office Of Investment And Innovation",,,"$179,700 ",1/30/17,,"The TrailHead Ski & Bike Shop; Angel Fire, NM, US",compensation_source,Advisory Fee,https://www.documentcloud.org/documents/4388459-Auborn-Joseph-Shepard-Financial-Disclosure.html,,"Former private equity investor in small businesses, but has agreed to two years of recusal on matters that pose conflict of interest.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
630,Mauricio Claver-Carone,Treasury,Advisor,Senior Advisor,,"$131,767 ",1/23/17,,Cuba Democracy Advocates,compensation_source,Manage not-for-profit and its educational activities.,https://www.documentcloud.org/documents/4388285-Mauricio-Claver-Carone-Financial-Disclosure.html,,"Has lobbied for Cuba Democracy Advocates, which supports pro-democracy forces in Cuba and opposes alleviating sanctions on the Cuban government.",,Warren Report Card
631,Mauricio Claver-Carone,Treasury,Advisor,Senior Advisor,,"$131,767 ",1/23/17,,"Cuba Democracy Public Advocacy, Corp.",compensation_source,Manage not-for-profit and its advocacy activities.,https://www.documentcloud.org/documents/4388285-Mauricio-Claver-Carone-Financial-Disclosure.html,,"Has lobbied for Cuba Democracy Advocates, which supports pro-democracy forces in Cuba and opposes alleviating sanctions on the Cuban government.",,Warren Report Card
632,Mauricio Claver-Carone,Treasury,Advisor,Senior Advisor,,"$131,767 ",1/23/17,,"National Latino Broadcasting, Inc.",compensation_source,Served as host for radio program.,https://www.documentcloud.org/documents/4388285-Mauricio-Claver-Carone-Financial-Disclosure.html,,"Has lobbied for Cuba Democracy Advocates, which supports pro-democracy forces in Cuba and opposes alleviating sanctions on the Cuban government.",,Warren Report Card
633,Andrew Kerwin Maloney,Treasury,Assistant Secretary (Deputy Under Secretary) for Legislative Affairs,,,,8/3/17,,Hess Corporation,compensation_source,Compensation for services as Vice President,https://www.documentcloud.org/documents/4388272-Andrew-Kerwin-Maloney-Financial-Disclosure.html,,,,Warren Report Card
634,Reed Darrow Rubinstein,Agriculture,Senior Counsel,,,,12/10/17,,Dinsmore & Shohl LLP,compensation_source,Law firm partner,https://www.documentcloud.org/documents/4388288-Reed-Rubinstein-Financial-Disclosure.html,,Formerly lobbied U.S. Chamber of Commerce at law firm Dinsmore & Schohl.,,Warren Report Card
635,Reed Darrow Rubinstein,Agriculture,Senior Counsel,,,,12/10/17,,Cause of Action Institute,compensation_source,"Senior Vice President for Litigation, responsible for strategic litigation and related activity, employee training, case management.",https://www.documentcloud.org/documents/4388288-Reed-Rubinstein-Financial-Disclosure.html,,Formerly lobbied U.S. Chamber of Commerce at law firm Dinsmore & Schohl.,,Warren Report Card
636,Reed Darrow Rubinstein,Agriculture,Senior Counsel,,,,12/10/17,,American Center for Civil Justice,compensation_source,Provide legal services.,https://www.documentcloud.org/documents/4388288-Reed-Rubinstein-Financial-Disclosure.html,,Formerly lobbied U.S. Chamber of Commerce at law firm Dinsmore & Schohl.,,Warren Report Card
641,Stephen Bannon,White House Office,Counselor to the President,,,"$179,700 ",1/20/17,8/18/17,"GOVERNMENT ACCOUNTABILITY INSTITUTE, INC.",compensation_source,CHAIRMAN,https://www.documentcloud.org/documents/3766553-Bannon-Steve.html,TRUE,"A former senior adviser to Trump, Bannon co-founded the data analytics firm Cambridge Analytica. The British-based company generated international controversy after it was exposed that it had harvested the data of millions of Facebook users without the social media giant's permission. Media reports also say that the firm used psychological profiling of Facebook user data to influence voters in the 2016 presidential election. U.S. political parties have waged social media campaigns to influence voters in recent years by targeting such profiles, but such tactics used by a foreign firm have been criticized.",TRUE,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a469
642,Stephen Bannon,White House Office,Counselor to the President,,,"$179,700 ",1/20/17,8/18/17,"BANNON FILM INDUSTRIES, INC.",compensation_source,PRESIDENT,https://www.documentcloud.org/documents/3766553-Bannon-Steve.html,TRUE,"A former senior adviser to Trump, Bannon co-founded the data analytics firm Cambridge Analytica. The British-based company generated international controversy after it was exposed that it had harvested the data of millions of Facebook users without the social media giant's permission. Media reports also say that the firm used psychological profiling of Facebook user data to influence voters in the 2016 presidential election. U.S. political parties have waged social media campaigns to influence voters in recent years by targeting such profiles, but such tactics used by a foreign firm have been criticized.",TRUE,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a469
643,Stephen Bannon,White House Office,Counselor to the President,,,"$179,700 ",1/20/17,8/18/17,"BANNON STRATEGIC ADVISORS, INC.",compensation_source,PRESIDENT,https://www.documentcloud.org/documents/3766553-Bannon-Steve.html,TRUE,"A former senior adviser to Trump, Bannon co-founded the data analytics firm Cambridge Analytica. The British-based company generated international controversy after it was exposed that it had harvested the data of millions of Facebook users without the social media giant's permission. Media reports also say that the firm used psychological profiling of Facebook user data to influence voters in the 2016 presidential election. U.S. political parties have waged social media campaigns to influence voters in recent years by targeting such profiles, but such tactics used by a foreign firm have been criticized.",TRUE,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a469
647,Michael J. Catanzaro,White House Office,"Special Assistant to the President for Domestic Energy and Environmental Policy, National Economic Council",,,,2/21/17,4/17/18,American Chemistry Council,compensation_source,Consulting/lobbying.,https://www.documentcloud.org/documents/3766565-Catanzaro-Michael-J.html,,Received an ethics waiver from the White House to work at the National Economic Council. Has lobbied for energy companies and groups such as American Fuel and Petrochemical Manufacturers.,,Warren Report Card
648,Michael J. Catanzaro,White House Office,"Special Assistant to the President for Domestic Energy and Environmental Policy, National Economic Council",,,,2/21/17,4/17/18,American Council for Capital Formation,compensation_source,Consulting,https://www.documentcloud.org/documents/3766565-Catanzaro-Michael-J.html,,Received an ethics waiver from the White House to work at the National Economic Council. Has lobbied for energy companies and groups such as American Fuel and Petrochemical Manufacturers.,,Warren Report Card
649,Michael J. Catanzaro,White House Office,"Special Assistant to the President for Domestic Energy and Environmental Policy, National Economic Council",,,,2/21/17,4/17/18,Addrex,compensation_source,Partner compensation,https://www.documentcloud.org/documents/3766565-Catanzaro-Michael-J.html,,Received an ethics waiver from the White House to work at the National Economic Council. Has lobbied for energy companies and groups such as American Fuel and Petrochemical Manufacturers.,,Warren Report Card
667,Gary Cohn,White House Office,Director of the National Economic Council,,,,1/25/17,3/6/18,"The Goldman Sachs Group, Inc.",compensation_source,"President & Chief Operating Officer at this global investment bank, through 12/31/2016.",https://www.documentcloud.org/documents/3766569-Cohn-Gary.html,TRUE,"Was the CEO at Goldman Sachs, receiving $285 million after leaving the firm to become Trump's top economic adviser. ",TRUE,Warren Report Card
668,Makan Delrahim,White House Office,Deputy Assistant and Deputy Counsel to the President,,,,1/20/17,,"Brownstein Hyatt Farber Schreck, LLP",compensation_source,Partner in Law Firm,https://www.documentcloud.org/documents/3766573-Delrahim-Makan.html,,"Has lobbied for Pfizer, Qualcomm, Wells Fargo",,Warren Report Card
669,Makan Delrahim,White House Office,Deputy Assistant and Deputy Counsel to the President,,,,1/20/17,,Qualcomm Inc.,compensation_source,Legal Services,https://www.documentcloud.org/documents/3766573-Delrahim-Makan.html,,"Has lobbied for Pfizer, Qualcomm, Wells Fargo",,Warren Report Card
670,Makan Delrahim,White House Office,Deputy Assistant and Deputy Counsel to the President,,,,1/20/17,,Ares Management LP,compensation_source,Legal Services,https://www.documentcloud.org/documents/3766573-Delrahim-Makan.html,,"Has lobbied for Pfizer, Qualcomm, Wells Fargo",,Warren Report Card
683,Michael Flynn,White House Office,Assistant to the President and National Security Advisor,,,,1/22/17,2/13/17,Drone Aviation Holding Corp.,compensation_source,Board Member,https://www.documentcloud.org/documents/3766585-Flynn-Michael-3-31-2017.html,TRUE,"Had received $600,000 for lobbying fees from Ekim Alptekin, a Turkish citizens that has ""business ties to Russia."" He has pleaded guilty for lying to the FBI about talking to Russian Ambassador Sergey Kislyak.",TRUE,Warren Report Card
684,Michael Flynn,White House Office,Assistant to the President and National Security Advisor,,,,1/22/17,2/13/17,Palo Alto Networks Inc.,compensation_source,Advisory Council Member,https://www.documentcloud.org/documents/3766585-Flynn-Michael-3-31-2017.html,TRUE,"Had received $600,000 for lobbying fees from Ekim Alptekin, a Turkish citizens that has ""business ties to Russia."" He has pleaded guilty for lying to the FBI about talking to Russian Ambassador Sergey Kislyak.",TRUE,Warren Report Card
685,Michael Flynn,White House Office,Assistant to the President and National Security Advisor,,,,1/22/17,2/13/17,Flynn Intel Group Inc.,compensation_source,Member,https://www.documentcloud.org/documents/3766585-Flynn-Michael-3-31-2017.html,TRUE,"Had received $600,000 for lobbying fees from Ekim Alptekin, a Turkish citizens that has ""business ties to Russia."" He has pleaded guilty for lying to the FBI about talking to Russian Ambassador Sergey Kislyak.",TRUE,Warren Report Card
713,Stefan C. Passantino,White House Office,Deputy Assistant to the President and Deputy Counsel to the President to Oversee Ethics Compliance Issues,,,,1/20/17,,"Gingrich Productions, Inc.",compensation_source,Legal Services,https://www.documentcloud.org/documents/3766645-Passantino-Stefan.html,TRUE,,,
714,Hope Hicks,White House Office,White House Director of Strategic Communications,,,,1/22/17,2/28/18,"The Trump Organization, Inc.",compensation_source,Director of Communications,https://www.documentcloud.org/documents/3766600-Hicks-Hope.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a465
715,Hope Hicks,White House Office,White House Director of Strategic Communications,,,,1/22/17,2/28/18,"Donald J. Trump for President, Inc.",compensation_source,Communications consultant,https://www.documentcloud.org/documents/3766600-Hicks-Hope.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a465
716,Hope Hicks,White House Office,White House Director of Strategic Communications,,,,1/22/17,2/28/18,"Trump for America, Inc.",compensation_source,,https://www.documentcloud.org/documents/3766600-Hicks-Hope.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a465
717,Shahira Knight,White House Office,"Special Assistant to the President for Tax and Retirement Policy, National Economic Council",Deputy Assistant to the President for Economic Policy,,,1/20/17,,Fidelity Investments,compensation_source,Vice President,https://www.documentcloud.org/documents/3766613-Knight-Shahira-E.html,,"Has lobbied the government while working at financial services firm Fidelity, opposing the ""fiduciary rule,"" which would require retirement investment advisers to act in the best interest of their clients. The White House has granted Knight an ethics waiver to continue working on issues related to such matters.",,Warren Report Card
718,Sarah Makin,Office of the Vice President,Deputy Assistant to the President and Director of Public Engagement and Intergovernmental Affairs for the Vice President,,,,1/20/17,,"Trump for America, Inc.",compensation_source,"Director of Coalitions and Outreach, Vice President-Elect Pence",https://www.documentcloud.org/documents/3766624-Makin-Sarah.html,,Lobbied on issues related to the reform of Consumer Financial Protection Bureau (CFPB).,,Warren Report Card
719,Sarah Makin,Office of the Vice President,Deputy Assistant to the President and Director of Public Engagement and Intergovernmental Affairs for the Vice President,,,,1/20/17,,Wise Public Affairs,compensation_source,Vice President and Public Affairs Consultant,https://www.documentcloud.org/documents/3766624-Makin-Sarah.html,,Lobbied on issues related to the reform of Consumer Financial Protection Bureau (CFPB).,,Warren Report Card
720,Sarah Makin,Office of the Vice President,Deputy Assistant to the President and Director of Public Engagement and Intergovernmental Affairs for the Vice President,,,,1/20/17,,US Consumer Coalition,compensation_source,Government Affairs Representative (client of Wise Public Affairs),https://www.documentcloud.org/documents/3766624-Makin-Sarah.html,,Lobbied on issues related to the reform of Consumer Financial Protection Bureau (CFPB).,,Warren Report Card
722,Omarosa Manigault,White House Office,Assistant to the President and Director of Communications for the Office of Public Liaison,,,,1/20/17,1/20/18,Arise Virtual Solutions Inc.,compensation_source,Independent Business Owner (IBO),https://www.documentcloud.org/documents/3766625-Manigault-Omarosa.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a463
723,Omarosa Manigault,White House Office,Assistant to the President and Director of Communications for the Office of Public Liaison,,,,1/20/17,1/20/18,"44 Blue Production, Inc.",compensation_source,Talent Loan Out,https://www.documentcloud.org/documents/3766625-Manigault-Omarosa.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a463
724,Omarosa Manigault,White House Office,Assistant to the President and Director of Communications for the Office of Public Liaison,,,,1/20/17,1/20/18,"Donald J. Trump for President, Inc.",compensation_source,"Director for African American Outreach, OPL",https://www.documentcloud.org/documents/3766625-Manigault-Omarosa.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a463
727,John K. Mashburn,Labor,Deputy Assistant Secretary for OCIA,,,"$179,700 ",7/18/17,,"Trump for America, Inc.",compensation_source,Senior Policy Advisor,https://www.documentcloud.org/documents/4388014-John-Mashburn-Financial-Disclosure.html,,,,Warren Report Card
728,John K. Mashburn,Labor,Deputy Assistant Secretary for OCIA,,,"$179,700 ",7/18/17,,"Donald J. Trump for President, Inc.",compensation_source,Policy Director,https://www.documentcloud.org/documents/4388014-John-Mashburn-Financial-Disclosure.html,,,,Warren Report Card
729,John K. Mashburn,Labor,Deputy Assistant Secretary for OCIA,,,"$179,700 ",7/18/17,,American Civil Rights Union,compensation_source,Consultant,https://www.documentcloud.org/documents/4388014-John-Mashburn-Financial-Disclosure.html,,,,Warren Report Card
730,Daris Meeks,Office of the Vice President,Deputy Assistant to the President and Director of Domestic Policy for the Vice President,,,,1/20/17,,Venable LLP,compensation_source,Partner at this firm.,https://www.documentcloud.org/documents/3766634-Meeks-Daris.html,,"Lobbied for Venable, whose clients included financial services firms S&P Global, MetLife, and Experian.",,Warren Report Card
731,Daris Meeks,Office of the Vice President,Deputy Assistant to the President and Director of Domestic Policy for the Vice President,,,,1/20/17,,"Broadbill Investment Partners, LLC",compensation_source,Legal Services (Client of Venable LLP),https://www.documentcloud.org/documents/3766634-Meeks-Daris.html,,"Lobbied for Venable, whose clients included financial services firms S&P Global, MetLife, and Experian.",,Warren Report Card
732,Daris Meeks,Office of the Vice President,Deputy Assistant to the President and Director of Domestic Policy for the Vice President,,,,1/20/17,,Experian,compensation_source,Federal Government Consulting and Lobbying. (Client of Venable LLP),https://www.documentcloud.org/documents/3766634-Meeks-Daris.html,,"Lobbied for Venable, whose clients included financial services firms S&P Global, MetLife, and Experian.",,Warren Report Card
746,Justin Schwab Jr.,Environmental Protection Agency,"Senior Advisor, Office of the Administrator","Senior Counsel, Office of the General Counsel",,"$161,900 ",1/21/17,,BakerHostetler LLP,compensation_source,Associate Attorney,https://www.documentcloud.org/documents/3766227-Schwab-Justin.html,,Lobbied for firm representing National Association of Insurance and Financial Advisors.,,Warren Report Card
747,Matthew E. Morgan,Office of the Vice President,Deputy Assistant to the Vice President and Deputy Counsel,,,,1/20/17,,Barnes & Thornburg LLP,compensation_source,Attorney and Partner at this firm,https://www.documentcloud.org/documents/3766637-Morgan-Matthew.html,,Lobbied for public sector clients in Indiana.,,Warren Report Card
748,Matthew E. Morgan,Office of the Vice President,Deputy Assistant to the Vice President and Deputy Counsel,,,,1/20/17,,AAR CORP,compensation_source,Legal services (client of Barnes & Thornburg LLP),https://www.documentcloud.org/documents/3766637-Morgan-Matthew.html,,Lobbied for public sector clients in Indiana.,,Warren Report Card
749,Matthew E. Morgan,Office of the Vice President,Deputy Assistant to the Vice President and Deputy Counsel,,,,1/20/17,,Auctor Corporation,compensation_source,Legal services (client of Barnes & Thornburg LLP),https://www.documentcloud.org/documents/3766637-Morgan-Matthew.html,,Lobbied for public sector clients in Indiana.,,Warren Report Card
787,Andrew Olmem,White House Office,"Special Assistant to the President for Financial Policy, National Economic Council",,,,2/21/17,,Venable LLP,compensation_source,Law Partner,https://www.documentcloud.org/documents/3766643-Olmem-Andrew.html,,Lobbied for Venable for clients such as insurance giant MetLife.,,Warren Report Card
788,Andrew Olmem,White House Office,"Special Assistant to the President for Financial Policy, National Economic Council",,,,2/21/17,,American Enterprise Institute,compensation_source,Panelist Stipend,https://www.documentcloud.org/documents/3766643-Olmem-Andrew.html,,Lobbied for Venable for clients such as insurance giant MetLife.,,Warren Report Card
789,Andrew Olmem,White House Office,"Special Assistant to the President for Financial Policy, National Economic Council",,,,2/21/17,,Crossroads Grassroots Policy,compensation_source,Consulting,https://www.documentcloud.org/documents/3766643-Olmem-Andrew.html,,Lobbied for Venable for clients such as insurance giant MetLife.,,Warren Report Card
813,Mark R. Paoletta,Office of the Vice President,Assistant to the Vice President and Counsel,,,,1/20/17,,MP Strategies LLC,compensation_source,"media projects (e.g., articles, websites, documentary)",https://www.documentcloud.org/documents/3766644-Paoletta-Mark.html,,Lobbied at firm whose clients included IT giant Oracle and IT consulting firm Booz Allen Hamilton.,,Warren Report Card
814,Mark R. Paoletta,Office of the Vice President,Assistant to the Vice President and Counsel,,,,1/20/17,,DLA Piper LLP,compensation_source,Equity Partner,https://www.documentcloud.org/documents/3766644-Paoletta-Mark.html,,Lobbied at firm whose clients included IT giant Oracle and IT consulting firm Booz Allen Hamilton.,,Warren Report Card
815,Mark R. Paoletta,Office of the Vice President,Assistant to the Vice President and Counsel,,,,1/20/17,,Samsung Electronics Co. Ltd,compensation_source,legal services (client of DLA Piper),https://www.documentcloud.org/documents/3766644-Paoletta-Mark.html,,Lobbied at firm whose clients included IT giant Oracle and IT consulting firm Booz Allen Hamilton.,,Warren Report Card
829,Joshua Pitcock,Office of the Vice President,Assistant to the President and Chief of Staff to the Vice President,,,,1/20/17,,Pitcock Consulting LLC,compensation_source,Federal government consulting and lobbying,https://www.documentcloud.org/documents/3766648-Pitcock-Joshua.html,,"Lobbied for Indiana government, and has received waiver to communicate with the state. Former chief of staff to Vice President Mike Pence, but is now at IT giant Oracle.",,Warren Report Card
830,Joshua Pitcock,Office of the Vice President,Assistant to the President and Chief of Staff to the Vice President,,,,1/20/17,,"Donald J. Trump for President, Inc.",compensation_source,Political and policy consulting,https://www.documentcloud.org/documents/3766648-Pitcock-Joshua.html,,"Lobbied for Indiana government, and has received waiver to communicate with the state. Former chief of staff to Vice President Mike Pence, but is now at IT giant Oracle.",,Warren Report Card
831,Joshua Pitcock,Office of the Vice President,Assistant to the President and Chief of Staff to the Vice President,,,,1/20/17,,"Trump for America, Inc.",compensation_source,Transition-related services,https://www.documentcloud.org/documents/3766648-Pitcock-Joshua.html,,"Lobbied for Indiana government, and has received waiver to communicate with the state. Former chief of staff to Vice President Mike Pence, but is now at IT giant Oracle.",,Warren Report Card
833,Stefan C. Passantino,White House Office,Deputy Assistant to the President and Deputy Counsel to the President to Oversee Ethics Compliance Issues,,,,1/20/17,,Keep the Promise PAC,compensation_source,Legal Services,https://www.documentcloud.org/documents/3766645-Passantino-Stefan.html,TRUE,,,
834,Stefan C. Passantino,White House Office,Deputy Assistant to the President and Deputy Counsel to the President to Oversee Ethics Compliance Issues,,,,1/20/17,,O.C. Tanner,compensation_source,Legal Services,https://www.documentcloud.org/documents/3766645-Passantino-Stefan.html,TRUE,,,
902,Marc Short,White House Office,Assistant to the President and Director of the Office of Legislative Affairs,,,,1/20/17,,"Advance Strategies, LLC",compensation_source,Provide government relations and political consulting services to clients,https://www.documentcloud.org/documents/3766661-Short-Marc.html,,"Former president of Freedom Partners, a group affiliated with the conservative oil and gas billionaire Koch brothers.",,https://www.propublica.org/article/how-you-can-use-trump-town
903,Marc Short,White House Office,Assistant to the President and Director of the Office of Legislative Affairs,,,,1/20/17,,Club for Growth,compensation_source,Strategic political consulting,https://www.documentcloud.org/documents/3766661-Short-Marc.html,,"Former president of Freedom Partners, a group affiliated with the conservative oil and gas billionaire Koch brothers.",,https://www.propublica.org/article/how-you-can-use-trump-town
904,Marc Short,White House Office,Assistant to the President and Director of the Office of Legislative Affairs,,,,1/20/17,,National Republican Senatorial Committee,compensation_source,Strategic political consulting,https://www.documentcloud.org/documents/3766661-Short-Marc.html,,"Former president of Freedom Partners, a group affiliated with the conservative oil and gas billionaire Koch brothers.",,https://www.propublica.org/article/how-you-can-use-trump-town
911,George A. Sifakis,White House Office,Assistant to the President and Director for the Office of Public Liaison,,,"$179,700 ",1/20/17,9/25/17,Axela Government Relations LLC,compensation_source,Chief Executive Officer - responsible for day to day operations and meeting outreach and coordination on behalf of clients.,https://www.documentcloud.org/documents/4388104-George-A-Sifakis-Financial-Disclosure.html,,,,Warren Report Card
912,George A. Sifakis,White House Office,Assistant to the President and Director for the Office of Public Liaison,,,"$179,700 ",1/20/17,9/25/17,HOSA Future Health Professionals,compensation_source,Coordination of Meetings and events,https://www.documentcloud.org/documents/4388104-George-A-Sifakis-Financial-Disclosure.html,,,,Warren Report Card
913,George A. Sifakis,White House Office,Assistant to the President and Director for the Office of Public Liaison,,,"$179,700 ",1/20/17,9/25/17,AARP,compensation_source,Coordination of Meetings and events,https://www.documentcloud.org/documents/4388104-George-A-Sifakis-Financial-Disclosure.html,,,,Warren Report Card
917,Sean Spicer,White House Office,Press Secretary,,,,1/20/17,9/1/17,Republican National Committee,compensation_source,Communications Director and Chief Strategist,https://www.documentcloud.org/documents/3766665-Spicer-Sean.html,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a467
918,Russell Weldon Laird,Agriculture,Special Assistant,"Special Assistant, Food Safety",,"$133,444 ",1/30/17,9/27/17,National Cooperative Services Corporation,compensation_source,Directed government relations efforts for the combined companies in conjunction with related trade associations. NCSC is affiliated with NRUCFC and RTFC.,https://www.documentcloud.org/documents/3863542-Laird-Russell.html,,Lobbied for a rural electric cooperative on issues concerning rural infrastructure projects.,,Warren Report Card
919,Russell Weldon Laird,Agriculture,Special Assistant,"Special Assistant, Food Safety",,"$133,444 ",1/30/17,9/27/17,National Rural Utilities Cooperative Finance Corporation,compensation_source,Directed government relations efforts for the combined companies in conjunction with related trade associations. NCSC is affiliated with NRUCFC and RTFC.,https://www.documentcloud.org/documents/3863542-Laird-Russell.html,,Lobbied for a rural electric cooperative on issues concerning rural infrastructure projects.,,Warren Report Card
920,Russell Weldon Laird,Agriculture,Special Assistant,"Special Assistant, Food Safety",,"$133,444 ",1/30/17,9/27/17,Rural Telephone Finance Cooperative,compensation_source,Directed government relations efforts for the combined companies in conjunction with related trade associations. NCSC is affiliated with NRUCFC and RTFC.,https://www.documentcloud.org/documents/3863542-Laird-Russell.html,,Lobbied for a rural electric cooperative on issues concerning rural infrastructure projects.,,Warren Report Card
921,Heather A. Wilson,Defense,"Secretary of the Air Force, Office of the Secretary",,,,5/10/17,,South Dakota School of Mines & Technology,compensation_source,President responsible for running educational institution,https://www.documentcloud.org/documents/3766846-Wilson-Heather-A.html,,"Had helped defense firm Lockheed Martin secure a contract to manage Sandia National Laboratories, one of the R&D labs for the National Nuclear Security Administration under the U.S. Department of Energy.",,Warren Report Card
922,Heather A. Wilson,Defense,"Secretary of the Air Force, Office of the Secretary",,,,5/10/17,,Peabody Energy Corporation,compensation_source,Provides advice as member of Board of Directors to this coal company,https://www.documentcloud.org/documents/3766846-Wilson-Heather-A.html,,"Had helped defense firm Lockheed Martin secure a contract to manage Sandia National Laboratories, one of the R&D labs for the National Nuclear Security Administration under the U.S. Department of Energy.",,Warren Report Card
923,Heather A. Wilson,Defense,"Secretary of the Air Force, Office of the Secretary",,,,5/10/17,,Raven Industries,compensation_source,"Provides advice as a member of the Board of Directors of this company that manufactures high altitude balloons, specialty films for agriculture and energy industries and technology products for the agriculture industry.",https://www.documentcloud.org/documents/3766846-Wilson-Heather-A.html,,"Had helped defense firm Lockheed Martin secure a contract to manage Sandia National Laboratories, one of the R&D labs for the National Nuclear Security Administration under the U.S. Department of Energy.",,Warren Report Card
